order_id,line_no,product_id,quantity,list_price,discount_amount,unit_price
O000186,1,P0120,1,3461.0,865.25,2595.75
O000187,1,P0102,1,18580.0,0.0,18580.0
O000188,1,P0053,1,4256.0,1064.0,3192.0
O000188,2,P0092,1,1619.0,0.0,1619.0
O000188,3,P0106,1,11168.0,2233.6,8934.4
O000189,1,P0012,1,8277.0,1241.55,7035.45
O000189,2,P0086,1,1905.0,190.5,1714.5
O000189,3,P0029,3,1848.0,277.2,1570.8
O000189,4,P0001,2,71818.0,17954.5,53863.5
O000190,1,P0062,1,4304.0,645.6,3658.4
O000190,2,P0094,1,3152.0,157.6,2994.4
O000191,1,P0024,1,66.0,16.5,49.5
O000191,2,P0006,2,1703.0,425.75,1277.25
O000191,3,P0069,1,4733.0,946.6,3786.4
O000191,4,P0038,1,73655.0,7365.5,66289.5
O000191,5,P0036,1,68685.0,0.0,68685.0
O000192,1,P0091,1,4351.0,652.65,3698.35
O000192,2,P0040,1,8368.0,418.4,7949.6
O000192,3,P0059,2,7335.0,1467.0,5868.0
O000193,1,P0053,3,4256.0,425.6,3830.4
O000193,2,P0005,2,26727.0,1336.35,25390.65
O000193,3,P0056,1,61408.0,15352.0,46056.0
O000194,1,P0115,1,1419.0,212.85,1206.15
O000194,2,P0063,2,8616.0,2154.0,6462.0
O000194,3,P0006,1,1703.0,0.0,1703.0
O000195,1,P0043,2,2747.0,0.0,2747.0
O000195,2,P0005,1,26727.0,1336.35,25390.65
O000196,1,P0033,1,13346.0,0.0,13346.0
O000196,2,P0003,1,2217.0,0.0,2217.0
O000196,3,P0051,2,2113.0,316.95,1796.05
O000196,4,P0050,1,27362.0,0.0,27362.0
O000196,5,P0024,1,66.0,3.3,62.7
O000197,1,P0030,1,10734.0,1610.1,9123.9
O000197,2,P0061,1,55744.0,8361.6,47382.4
O000198,1,P0002,1,4422.0,884.4,3537.6
O000198,2,P0116,1,8882.0,1776.4,7105.6
O000198,3,P0030,1,10734.0,536.7,10197.3
O000199,1,P0060,1,1117.0,55.85,1061.15
O000199,2,P0002,1,4422.0,0.0,4422.0
O000199,3,P0007,2,4806.0,1201.5,3604.5
O000199,4,P0085,1,3342.0,668.4,2673.6
O000200,1,P0060,1,1117.0,0.0,1117.0
O000200,2,P0112,1,4364.0,0.0,4364.0
O000200,3,P0028,1,1432.0,0.0,1432.0
O000201,1,P0013,1,5453.0,0.0,5453.0
O000201,2,P0066,1,6476.0,323.8,6152.2
O000202,1,P0098,3,1719.0,257.85,1461.15
O000202,2,P0011,2,2875.0,431.25,2443.75
O000202,3,P0080,1,1759.0,263.85,1495.15
O000203,1,P0052,1,63069.0,3153.45,59915.55
O000203,2,P0001,1,71818.0,17954.5,53863.5
O000204,1,P0004,1,1954.0,293.1,1660.9
O000205,1,P0009,1,699.0,0.0,699.0
O000205,2,P0083,1,3339.0,0.0,3339.0
O000206,1,P0092,1,1619.0,0.0,1619.0
O000206,2,P0062,1,4304.0,430.4,3873.6
O000207,1,P0096,1,2631.0,394.65,2236.35
O000207,2,P0107,1,11972.0,0.0,11972.0
O000207,3,P0041,2,1356.0,0.0,1356.0
O000207,4,P0073,1,2802.0,0.0,2802.0
O000208,1,P0116,2,8882.0,0.0,8882.0
O000208,2,P0106,1,11168.0,558.4,10609.6
O000209,1,P0041,1,1356.0,0.0,1356.0
O000209,2,P0116,1,8882.0,1332.3,7549.7
O000210,1,P0086,2,1905.0,0.0,1905.0
O000210,2,P0036,2,68685.0,17171.25,51513.75
O000210,3,P0039,1,8497.0,849.7,7647.3
O000211,1,P0062,1,4304.0,1076.0,3228.0
O000211,2,P0079,1,650.0,162.5,487.5
O000211,3,P0077,2,1721.0,86.05,1634.95
O000211,4,P0111,1,1507.0,75.35,1431.65
O000211,5,P0114,1,11162.0,1116.2,10045.8
O000212,1,P0063,1,8616.0,1292.4,7323.6
O000212,2,P0004,1,1954.0,0.0,1954.0
O000212,3,P0080,1,1759.0,351.8,1407.2
O000212,4,P0097,1,14550.0,0.0,14550.0
O000212,5,P0099,1,81251.0,0.0,81251.0
O000213,1,P0034,1,1724.0,0.0,1724.0
O000214,1,P0112,2,4364.0,436.4,3927.6
O000215,1,P0087,2,14136.0,2827.2,11308.8
O000215,2,P0111,2,1507.0,301.4,1205.6
O000215,3,P0013,2,5453.0,1090.6,4362.4
O000216,1,P0050,1,27362.0,1368.1,25993.9
O000216,2,P0036,1,68685.0,3434.25,65250.75
O000216,3,P0020,1,1902.0,475.5,1426.5
O000216,4,P0013,2,5453.0,0.0,5453.0
O000217,1,P0109,3,12274.0,613.7,11660.3
O000217,2,P0100,2,17072.0,0.0,17072.0
O000218,1,P0020,2,1902.0,0.0,1902.0
O000218,2,P0033,1,13346.0,0.0,13346.0
O000218,3,P0071,1,1579.0,78.95,1500.05
O000219,1,P0118,1,2927.0,585.4,2341.6
O000219,2,P0060,1,1117.0,55.85,1061.15
O000219,3,P0029,2,1848.0,0.0,1848.0
O000220,1,P0005,1,26727.0,5345.4,21381.6
O000220,2,P0041,1,1356.0,271.2,1084.8
O000220,3,P0097,1,14550.0,3637.5,10912.5
O000221,1,P0116,1,8882.0,0.0,8882.0
O000221,2,P0115,1,1419.0,354.75,1064.25
O000221,3,P0106,3,11168.0,558.4,10609.6
O000221,4,P0053,3,4256.0,0.0,4256.0
O000222,1,P0081,1,5436.0,0.0,5436.0
O000222,2,P0021,2,967.0,193.4,773.6
O000222,3,P0108,1,1571.0,78.55,1492.45
O000222,4,P0025,1,9332.0,1866.4,7465.6
O000223,1,P0030,1,10734.0,1073.4,9660.6
O000223,2,P0044,1,42878.0,4287.8,38590.2
O000223,3,P0009,1,699.0,0.0,699.0
O000223,4,P0017,1,3533.0,0.0,3533.0
O000223,5,P0007,3,4806.0,480.6,4325.4
O000224,1,P0067,1,2163.0,540.75,1622.25
O000225,1,P0062,2,4304.0,860.8,3443.2
O000225,2,P0083,1,3339.0,333.9,3005.1
O000225,3,P0092,2,1619.0,0.0,1619.0
O000226,1,P0036,1,68685.0,0.0,68685.0
O000226,2,P0047,2,14456.0,722.8,13733.2
O000226,3,P0020,1,1902.0,0.0,1902.0
O000226,4,P0078,1,8785.0,0.0,8785.0
O000226,5,P0067,1,2163.0,216.3,1946.7
O000227,1,P0039,1,8497.0,1699.4,6797.6
O000227,2,P0065,1,651.0,162.75,488.25
O000227,3,P0092,1,1619.0,0.0,1619.0
O000227,4,P0105,1,5260.0,263.0,4997.0
O000228,1,P0106,1,11168.0,558.4,10609.6
O000228,2,P0054,1,151.0,0.0,151.0
O000228,3,P0057,1,1050.0,0.0,1050.0
O000229,1,P0089,2,12354.0,3088.5,9265.5
O000229,2,P0028,1,1432.0,286.4,1145.6
O000229,3,P0076,1,3599.0,899.75,2699.25
O000229,4,P0108,1,1571.0,157.1,1413.9
O000229,5,P0093,1,3180.0,0.0,3180.0
O000230,1,P0038,1,73655.0,7365.5,66289.5
O000230,2,P0093,1,3180.0,159.0,3021.0
O000230,3,P0040,3,8368.0,2092.0,6276.0
O000230,4,P0048,1,21164.0,1058.2,20105.8
O000230,5,P0032,1,620.0,0.0,620.0
O000231,1,P0119,1,15371.0,0.0,15371.0
O000231,2,P0025,1,9332.0,0.0,9332.0
O000231,3,P0052,1,63069.0,12613.8,50455.2
O000231,4,P0060,1,1117.0,55.85,1061.15
O000231,5,P0023,3,3542.0,708.4,2833.6
O000232,1,P0052,1,63069.0,12613.8,50455.2
O000232,2,P0085,1,3342.0,0.0,3342.0
O000232,3,P0073,3,2802.0,420.3,2381.7
O000233,1,P0113,2,14720.0,3680.0,11040.0
O000233,2,P0101,1,563.0,56.3,506.7
O000233,3,P0035,1,3213.0,0.0,3213.0
O000234,1,P0111,1,1507.0,75.35,1431.65
O000234,2,P0014,3,1427.0,214.05,1212.95
O000234,3,P0068,3,1096.0,109.6,986.4
O000235,1,P0060,1,1117.0,0.0,1117.0
O000235,2,P0002,1,4422.0,221.1,4200.9
O000235,3,P0057,1,1050.0,52.5,997.5
O000235,4,P0111,1,1507.0,0.0,1507.0
O000236,1,P0048,1,21164.0,0.0,21164.0
O000237,1,P0071,1,1579.0,394.75,1184.25
O000237,2,P0019,1,19838.0,3967.6,15870.4
O000237,3,P0105,1,5260.0,0.0,5260.0
O000237,4,P0052,1,63069.0,9460.35,53608.65
O000238,1,P0048,1,21164.0,2116.4,19047.6
O000238,2,P0065,1,651.0,130.2,520.8
O000238,3,P0014,2,1427.0,356.75,1070.25
O000238,4,P0005,1,26727.0,6681.75,20045.25
O000238,5,P0043,2,2747.0,412.05,2334.95
O000239,1,P0027,1,12202.0,1830.3,10371.7
O000239,2,P0018,1,73251.0,10987.65,62263.35
O000240,1,P0058,1,5583.0,0.0,5583.0
O000240,2,P0010,1,7032.0,1758.0,5274.0
O000241,1,P0076,1,3599.0,539.85,3059.15
O000242,1,P0101,3,563.0,0.0,563.0
O000242,2,P0056,1,61408.0,0.0,61408.0
O000242,3,P0026,2,11042.0,2760.5,8281.5
O000242,4,P0029,1,1848.0,277.2,1570.8
O000242,5,P0043,2,2747.0,549.4,2197.6
O000243,1,P0070,1,1118.0,223.6,894.4
O000243,2,P0068,1,1096.0,274.0,822.0
O000243,3,P0049,1,13599.0,0.0,13599.0
O000243,4,P0014,1,1427.0,356.75,1070.25
O000244,1,P0036,1,68685.0,3434.25,65250.75
O000244,2,P0086,1,1905.0,476.25,1428.75
O000244,3,P0118,1,2927.0,292.7,2634.3
O000244,4,P0001,1,71818.0,0.0,71818.0
O000244,5,P0106,1,11168.0,558.4,10609.6
O000245,1,P0019,1,19838.0,0.0,19838.0
O000245,2,P0080,1,1759.0,0.0,1759.0
O000245,3,P0094,1,3152.0,0.0,3152.0
O000245,4,P0062,2,4304.0,215.2,4088.8
O000245,5,P0039,1,8497.0,0.0,8497.0
O000246,1,P0078,1,8785.0,0.0,8785.0
O000246,2,P0099,1,81251.0,16250.2,65000.8
O000246,3,P0042,3,3764.0,0.0,3764.0
O000246,4,P0079,2,650.0,0.0,650.0
O000246,5,P0076,2,3599.0,359.9,3239.1
O000247,1,P0108,1,1571.0,0.0,1571.0
O000247,2,P0001,1,71818.0,0.0,71818.0
O000248,1,P0065,2,651.0,0.0,651.0
O000248,2,P0097,1,14550.0,0.0,14550.0
O000248,3,P0019,2,19838.0,991.9,18846.1
O000248,4,P0063,2,8616.0,0.0,8616.0
O000249,1,P0107,1,11972.0,2394.4,9577.6
O000249,2,P0104,1,1443.0,360.75,1082.25
O000249,3,P0042,1,3764.0,376.4,3387.6
O000249,4,P0017,1,3533.0,0.0,3533.0
O000249,5,P0118,1,2927.0,439.05,2487.95
O000250,1,P0040,1,8368.0,836.8,7531.2
O000251,1,P0052,1,63069.0,0.0,63069.0
O000251,2,P0113,2,14720.0,0.0,14720.0
O000251,3,P0024,1,66.0,13.2,52.8
O000252,1,P0051,1,2113.0,105.65,2007.35
O000253,1,P0113,1,14720.0,2944.0,11776.0
O000253,2,P0050,1,27362.0,0.0,27362.0
O000254,1,P0016,1,1792.0,448.0,1344.0
O000255,1,P0066,1,6476.0,0.0,6476.0
O000255,2,P0056,1,61408.0,12281.6,49126.4
O000256,1,P0040,1,8368.0,836.8,7531.2
O000256,2,P0053,1,4256.0,1064.0,3192.0
O000257,1,P0112,1,4364.0,1091.0,3273.0
O000257,2,P0003,1,2217.0,110.85,2106.15
O000257,3,P0053,1,4256.0,0.0,4256.0
O000257,4,P0091,1,4351.0,870.2,3480.8
O000257,5,P0103,1,9427.0,0.0,9427.0
O000258,1,P0085,1,3342.0,668.4,2673.6
O000258,2,P0114,1,11162.0,0.0,11162.0
O000258,3,P0088,1,4772.0,0.0,4772.0
O000258,4,P0059,1,7335.0,1833.75,5501.25
O000258,5,P0082,2,19266.0,3853.2,15412.8
O000259,1,P0070,1,1118.0,279.5,838.5
O000259,2,P0055,1,24505.0,0.0,24505.0
O000259,3,P0043,3,2747.0,137.35,2609.65
O000259,4,P0033,1,13346.0,0.0,13346.0
O000259,5,P0050,1,27362.0,2736.2,24625.8
O000260,1,P0069,1,4733.0,236.65,4496.35
O000260,2,P0010,1,7032.0,1406.4,5625.6
O000260,3,P0006,1,1703.0,170.3,1532.7
O000260,4,P0094,1,3152.0,0.0,3152.0
O000261,1,P0111,1,1507.0,150.7,1356.3
O000262,1,P0092,2,1619.0,323.8,1295.2
O000262,2,P0116,2,8882.0,0.0,8882.0
O000262,3,P0045,1,873.0,130.95,742.05
O000262,4,P0098,1,1719.0,85.95,1633.05
O000263,1,P0002,1,4422.0,884.4,3537.6
O000264,1,P0072,1,14849.0,2969.8,11879.2
O000264,2,P0098,1,1719.0,0.0,1719.0
O000264,3,P0062,1,4304.0,0.0,4304.0
O000265,1,P0077,1,1721.0,86.05,1634.95
O000265,2,P0097,1,14550.0,0.0,14550.0
O000265,3,P0027,1,12202.0,1220.2,10981.8
O000265,4,P0063,1,8616.0,0.0,8616.0
O000265,5,P0005,1,26727.0,6681.75,20045.25
O000266,1,P0094,1,3152.0,315.2,2836.8
O000266,2,P0117,1,1402.0,0.0,1402.0
O000267,1,P0015,1,1188.0,0.0,1188.0
O000267,2,P0048,1,21164.0,4232.8,16931.2
O000267,3,P0097,1,14550.0,3637.5,10912.5
O000268,1,P0029,1,1848.0,277.2,1570.8
O000269,1,P0037,2,9916.0,991.6,8924.4
O000269,2,P0002,1,4422.0,663.3,3758.7
O000269,3,P0066,1,6476.0,971.4,5504.6
O000270,1,P0040,2,8368.0,0.0,8368.0
O000270,2,P0047,1,14456.0,1445.6,13010.4
O000270,3,P0068,1,1096.0,274.0,822.0
O000270,4,P0067,1,2163.0,0.0,2163.0
O000271,1,P0090,1,7615.0,1903.75,5711.25
O000271,2,P0068,1,1096.0,274.0,822.0
O000272,1,P0006,1,1703.0,0.0,1703.0
O000272,2,P0092,1,1619.0,0.0,1619.0
O000273,1,P0017,2,3533.0,883.25,2649.75
O000273,2,P0039,1,8497.0,2124.25,6372.75
O000273,3,P0028,1,1432.0,286.4,1145.6
O000273,4,P0075,1,3860.0,579.0,3281.0
O000274,1,P0100,2,17072.0,2560.8,14511.2
O000274,2,P0096,3,2631.0,0.0,2631.0
O000274,3,P0029,1,1848.0,277.2,1570.8
O000274,4,P0077,1,1721.0,0.0,1721.0
O000275,1,P0035,2,3213.0,0.0,3213.0
O000275,2,P0104,1,1443.0,0.0,1443.0
O000275,3,P0044,1,42878.0,6431.7,36446.3
O000275,4,P0039,1,8497.0,1699.4,6797.6
O000276,1,P0119,2,15371.0,1537.1,13833.9
O000276,2,P0063,2,8616.0,1723.2,6892.8
O000276,3,P0057,2,1050.0,105.0,945.0
O000276,4,P0077,1,1721.0,172.1,1548.9
O000276,5,P0085,1,3342.0,167.1,3174.9
O000277,1,P0047,1,14456.0,0.0,14456.0
O000277,2,P0115,1,1419.0,0.0,1419.0
O000277,3,P0001,1,71818.0,0.0,71818.0
O000277,4,P0056,1,61408.0,0.0,61408.0
O000278,1,P0113,1,14720.0,0.0,14720.0
O000278,2,P0120,1,3461.0,519.15,2941.85
O000278,3,P0054,1,151.0,0.0,151.0
O000278,4,P0036,3,68685.0,3434.25,65250.75
O000278,5,P0035,1,3213.0,0.0,3213.0
O000279,1,P0062,1,4304.0,215.2,4088.8
O000279,2,P0112,2,4364.0,436.4,3927.6
O000279,3,P0113,2,14720.0,736.0,13984.0
O000279,4,P0085,1,3342.0,835.5,2506.5
O000280,1,P0057,1,1050.0,157.5,892.5
O000280,2,P0014,1,1427.0,0.0,1427.0
O000281,1,P0074,1,65786.0,13157.2,52628.8
O000281,2,P0007,1,4806.0,240.3,4565.7
O000281,3,P0017,1,3533.0,529.95,3003.05
O000281,4,P0043,1,2747.0,0.0,2747.0
O000282,1,P0051,1,2113.0,0.0,2113.0
O000283,1,P0112,1,4364.0,0.0,4364.0
O000283,2,P0060,2,1117.0,55.85,1061.15
O000283,3,P0087,2,14136.0,706.8,13429.2
O000284,1,P0024,2,66.0,9.9,56.1
O000284,2,P0103,1,9427.0,2356.75,7070.25
O000285,1,P0086,2,1905.0,0.0,1905.0
O000285,2,P0075,1,3860.0,0.0,3860.0
O000285,3,P0061,1,55744.0,2787.2,52956.8
O000285,4,P0101,1,563.0,0.0,563.0
O000286,1,P0094,1,3152.0,0.0,3152.0
O000286,2,P0093,1,3180.0,0.0,3180.0
O000287,1,P0016,1,1792.0,179.2,1612.8
O000287,2,P0042,1,3764.0,0.0,3764.0
O000287,3,P0072,2,14849.0,1484.9,13364.1
O000287,4,P0027,1,12202.0,1220.2,10981.8
O000288,1,P0025,1,9332.0,0.0,9332.0
O000288,2,P0057,1,1050.0,105.0,945.0
O000288,3,P0017,1,3533.0,883.25,2649.75
O000288,4,P0113,3,14720.0,0.0,14720.0
O000288,5,P0028,2,1432.0,0.0,1432.0
O000289,1,P0106,2,11168.0,1675.2,9492.8
O000289,2,P0018,3,73251.0,18312.75,54938.25
O000289,3,P0017,1,3533.0,176.65,3356.35
O000290,1,P0024,1,66.0,6.6,59.4
O000290,2,P0009,1,699.0,104.85,594.15
O000290,3,P0034,1,1724.0,172.4,1551.6
O000290,4,P0012,2,8277.0,1241.55,7035.45
O000291,1,P0006,2,1703.0,0.0,1703.0
O000291,2,P0003,2,2217.0,443.4,1773.6
O000291,3,P0022,1,13558.0,3389.5,10168.5
O000291,4,P0073,3,2802.0,420.3,2381.7
O000291,5,P0034,1,1724.0,172.4,1551.6
O000292,1,P0104,3,1443.0,216.45,1226.55
O000292,2,P0110,1,1333.0,133.3,1199.7
O000293,1,P0024,1,66.0,0.0,66.0
O000293,2,P0084,2,33279.0,3327.9,29951.1
O000293,3,P0056,1,61408.0,0.0,61408.0
O000293,4,P0044,1,42878.0,0.0,42878.0
O000293,5,P0120,1,3461.0,865.25,2595.75
O000294,1,P0107,1,11972.0,0.0,11972.0
O000294,2,P0012,1,8277.0,0.0,8277.0
O000294,3,P0003,2,2217.0,0.0,2217.0
O000295,1,P0084,1,33279.0,0.0,33279.0
O000295,2,P0020,1,1902.0,0.0,1902.0
O000295,3,P0070,1,1118.0,0.0,1118.0
O000295,4,P0085,1,3342.0,668.4,2673.6
O000296,1,P0043,1,2747.0,0.0,2747.0
O000296,2,P0078,2,8785.0,0.0,8785.0
O000296,3,P0120,1,3461.0,0.0,3461.0
O000296,4,P0059,1,7335.0,1100.25,6234.75
O000296,5,P0111,1,1507.0,301.4,1205.6
O000297,1,P0008,2,40335.0,0.0,40335.0
O000297,2,P0019,1,19838.0,2975.7,16862.3
O000297,3,P0096,1,2631.0,657.75,1973.25
O000298,1,P0046,1,413.0,82.6,330.4
O000299,1,P0114,2,11162.0,1116.2,10045.8
O000299,2,P0010,1,7032.0,351.6,6680.4
O000300,1,P0053,1,4256.0,0.0,4256.0
O000300,2,P0117,1,1402.0,70.1,1331.9
O000301,1,P0120,1,3461.0,173.05,3287.95
O000302,1,P0021,1,967.0,193.4,773.6
O000302,2,P0110,3,1333.0,133.3,1199.7
O000303,1,P0047,1,14456.0,0.0,14456.0
O000304,1,P0092,2,1619.0,404.75,1214.25
O000305,1,P0006,1,1703.0,340.6,1362.4
O000305,2,P0118,1,2927.0,292.7,2634.3
O000305,3,P0016,1,1792.0,0.0,1792.0
O000305,4,P0061,1,55744.0,13936.0,41808.0
O000306,1,P0106,1,11168.0,0.0,11168.0
O000306,2,P0056,1,61408.0,0.0,61408.0
O000307,1,P0029,1,1848.0,184.8,1663.2
O000307,2,P0044,1,42878.0,0.0,42878.0
O000308,1,P0098,1,1719.0,0.0,1719.0
O000308,2,P0095,1,1968.0,492.0,1476.0
O000308,3,P0074,2,65786.0,13157.2,52628.8
O000309,1,P0110,1,1333.0,333.25,999.75
O000310,1,P0001,2,71818.0,14363.6,57454.4
O000310,2,P0075,1,3860.0,0.0,3860.0
O000310,3,P0046,2,413.0,61.95,351.05
O000311,1,P0060,1,1117.0,167.55,949.45
O000312,1,P0069,2,4733.0,473.3,4259.7
O000312,2,P0004,1,1954.0,293.1,1660.9
O000312,3,P0010,1,7032.0,1406.4,5625.6
O000313,1,P0033,1,13346.0,0.0,13346.0
O000313,2,P0003,1,2217.0,554.25,1662.75
O000313,3,P0048,1,21164.0,3174.6,17989.4
O000314,1,P0058,2,5583.0,558.3,5024.7
O000314,2,P0102,2,18580.0,2787.0,15793.0
O000314,3,P0031,3,273.0,68.25,204.75
O000314,4,P0023,1,3542.0,354.2,3187.8
O000315,1,P0069,2,4733.0,1183.25,3549.75
O000315,2,P0110,1,1333.0,266.6,1066.4
O000315,3,P0074,1,65786.0,6578.6,59207.4
O000315,4,P0008,1,40335.0,0.0,40335.0
O000315,5,P0019,1,19838.0,0.0,19838.0
O000316,1,P0077,2,1721.0,258.15,1462.85
O000317,1,P0120,1,3461.0,173.05,3287.95
O000317,2,P0010,1,7032.0,351.6,6680.4
O000318,1,P0102,1,18580.0,0.0,18580.0
O000318,2,P0052,1,63069.0,15767.25,47301.75
O000319,1,P0010,1,7032.0,1054.8,5977.2
O000320,1,P0088,1,4772.0,0.0,4772.0
O000320,2,P0018,2,73251.0,7325.1,65925.9
O000320,3,P0079,1,650.0,0.0,650.0
O000320,4,P0111,1,1507.0,75.35,1431.65
O000321,1,P0069,1,4733.0,236.65,4496.35
O000321,2,P0084,1,33279.0,4991.85,28287.15
O000321,3,P0101,1,563.0,56.3,506.7
O000321,4,P0111,1,1507.0,0.0,1507.0
O000322,1,P0005,3,26727.0,0.0,26727.0
O000322,2,P0067,1,2163.0,324.45,1838.55
O000322,3,P0056,1,61408.0,3070.4,58337.6
O000322,4,P0025,1,9332.0,466.6,8865.4
O000322,5,P0004,1,1954.0,195.4,1758.6
O000323,1,P0008,1,40335.0,0.0,40335.0
O000323,2,P0005,1,26727.0,5345.4,21381.6
O000323,3,P0086,3,1905.0,381.0,1524.0
O000323,4,P0039,1,8497.0,1274.55,7222.45
O000323,5,P0002,3,4422.0,0.0,4422.0
O000324,1,P0041,2,1356.0,339.0,1017.0
O000324,2,P0074,1,65786.0,9867.9,55918.1
O000324,3,P0035,2,3213.0,0.0,3213.0
O000324,4,P0099,1,81251.0,0.0,81251.0
O000325,1,P0104,2,1443.0,0.0,1443.0
O000325,2,P0108,1,1571.0,314.2,1256.8
O000325,3,P0102,1,18580.0,929.0,17651.0
O000325,4,P0012,1,8277.0,413.85,7863.15
O000326,1,P0075,2,3860.0,0.0,3860.0
O000326,2,P0022,1,13558.0,677.9,12880.1
O000326,3,P0068,1,1096.0,164.4,931.6
O000326,4,P0100,3,17072.0,3414.4,13657.6
O000326,5,P0082,3,19266.0,0.0,19266.0
O000327,1,P0001,1,71818.0,17954.5,53863.5
O000327,2,P0099,1,81251.0,4062.55,77188.45
O000327,3,P0026,1,11042.0,1656.3,9385.7
O000327,4,P0044,1,42878.0,2143.9,40734.1
O000327,5,P0053,1,4256.0,851.2,3404.8
O000328,1,P0094,1,3152.0,0.0,3152.0
O000329,1,P0054,1,151.0,22.65,128.35
O000329,2,P0051,1,2113.0,0.0,2113.0
O000329,3,P0031,1,273.0,68.25,204.75
O000329,4,P0035,1,3213.0,321.3,2891.7
O000329,5,P0045,1,873.0,43.65,829.35
O000330,1,P0047,2,14456.0,0.0,14456.0
O000330,2,P0084,1,33279.0,1663.95,31615.05
O000330,3,P0001,1,71818.0,0.0,71818.0
O000330,4,P0094,2,3152.0,0.0,3152.0
O000330,5,P0070,1,1118.0,0.0,1118.0
O000331,1,P0110,1,1333.0,133.3,1199.7
O000331,2,P0042,1,3764.0,564.6,3199.4
O000332,1,P0011,1,2875.0,143.75,2731.25
O000332,2,P0116,2,8882.0,2220.5,6661.5
O000333,1,P0024,1,66.0,13.2,52.8
O000333,2,P0080,1,1759.0,0.0,1759.0
O000333,3,P0070,1,1118.0,111.8,1006.2
O000334,1,P0036,1,68685.0,0.0,68685.0
O000334,2,P0120,1,3461.0,173.05,3287.95
O000334,3,P0026,1,11042.0,2208.4,8833.6
O000334,4,P0034,1,1724.0,0.0,1724.0
O000335,1,P0064,3,9646.0,482.3,9163.7
O000335,2,P0069,1,4733.0,0.0,4733.0
O000336,1,P0009,2,699.0,0.0,699.0
O000336,2,P0076,1,3599.0,0.0,3599.0
O000337,1,P0054,1,151.0,30.2,120.8
O000337,2,P0068,1,1096.0,0.0,1096.0
O000337,3,P0044,2,42878.0,0.0,42878.0
O000337,4,P0048,3,21164.0,1058.2,20105.8
O000337,5,P0094,1,3152.0,630.4,2521.6
O000338,1,P0091,3,4351.0,870.2,3480.8
O000338,2,P0035,2,3213.0,321.3,2891.7
O000338,3,P0093,1,3180.0,795.0,2385.0
O000338,4,P0039,1,8497.0,0.0,8497.0
O000339,1,P0039,1,8497.0,0.0,8497.0
O000339,2,P0014,2,1427.0,356.75,1070.25
O000339,3,P0063,1,8616.0,1292.4,7323.6
O000340,1,P0012,2,8277.0,1241.55,7035.45
O000340,2,P0047,1,14456.0,3614.0,10842.0
O000340,3,P0037,1,9916.0,0.0,9916.0
O000340,4,P0020,1,1902.0,95.1,1806.9
O000340,5,P0046,2,413.0,20.65,392.35
O000341,1,P0083,1,3339.0,166.95,3172.05
O000342,1,P0048,1,21164.0,4232.8,16931.2
O000342,2,P0054,2,151.0,22.65,128.35
O000342,3,P0083,1,3339.0,166.95,3172.05
O000343,1,P0102,1,18580.0,1858.0,16722.0
O000343,2,P0111,2,1507.0,0.0,1507.0
O000343,3,P0010,2,7032.0,0.0,7032.0
O000343,4,P0054,1,151.0,7.55,143.45
O000344,1,P0007,1,4806.0,240.3,4565.7
O000344,2,P0107,1,11972.0,0.0,11972.0
O000345,1,P0066,1,6476.0,0.0,6476.0
O000345,2,P0109,3,12274.0,0.0,12274.0
O000346,1,P0018,1,73251.0,10987.65,62263.35
O000346,2,P0061,1,55744.0,0.0,55744.0
O000346,3,P0002,2,4422.0,1105.5,3316.5
O000346,4,P0019,1,19838.0,3967.6,15870.4
O000347,1,P0114,1,11162.0,0.0,11162.0
O000347,2,P0112,1,4364.0,654.6,3709.4
O000348,1,P0099,1,81251.0,0.0,81251.0
O000349,1,P0031,1,273.0,0.0,273.0
O000349,2,P0007,2,4806.0,720.9,4085.1
O000350,1,P0108,1,1571.0,0.0,1571.0
O000350,2,P0042,1,3764.0,0.0,3764.0
O000350,3,P0012,1,8277.0,413.85,7863.15
O000350,4,P0107,1,11972.0,0.0,11972.0
O000351,1,P0063,1,8616.0,0.0,8616.0
O000351,2,P0016,1,1792.0,0.0,1792.0
O000351,3,P0028,3,1432.0,0.0,1432.0
O000351,4,P0089,3,12354.0,1235.4,11118.6
O000351,5,P0017,1,3533.0,176.65,3356.35
O000352,1,P0024,1,66.0,13.2,52.8
O000353,1,P0095,1,1968.0,196.8,1771.2
O000354,1,P0009,1,699.0,0.0,699.0
O000354,2,P0073,1,2802.0,560.4,2241.6
O000355,1,P0075,1,3860.0,0.0,3860.0
O000355,2,P0061,2,55744.0,5574.4,50169.6
O000355,3,P0002,1,4422.0,1105.5,3316.5
O000356,1,P0069,2,4733.0,946.6,3786.4
O000357,1,P0032,1,620.0,0.0,620.0
O000357,2,P0040,1,8368.0,836.8,7531.2
O000357,3,P0010,1,7032.0,1758.0,5274.0
O000358,1,P0015,1,1188.0,118.8,1069.2
O000359,1,P0061,1,55744.0,13936.0,41808.0
O000359,2,P0003,1,2217.0,554.25,1662.75
O000359,3,P0067,1,2163.0,324.45,1838.55
O000359,4,P0046,1,413.0,20.65,392.35
O000360,1,P0012,1,8277.0,1655.4,6621.6
O000360,2,P0051,1,2113.0,0.0,2113.0
O000361,1,P0087,2,14136.0,0.0,14136.0
O000362,1,P0111,1,1507.0,0.0,1507.0
O000362,2,P0075,1,3860.0,965.0,2895.0
O000363,1,P0091,2,4351.0,217.55,4133.45
O000363,2,P0006,2,1703.0,0.0,1703.0
